Name,dollar_value,status,ADP,Dollars,ADP2,reg_estimate,sean_value
Spencer Turnbull,1.3600000000000003,,445,($1.4),198025,3.8219524948524928,-2.4619524948524925
Rick Porcello,1.0599999999999996,,476,($1.8),226576,3.548295285117648,-2.4882952851176485
Tyler Duffey,1.1799999999999997,,589.1,$1.8,347038.81000000006,3.732911853341523,-2.552911853341523
Scott Barlow,1.25,,596.1,$2.0,355335.21,3.805363198355168,-2.555363198355168
Danny Duffy,0.9299999999999997,,561.2,($2.1),314945.44000000006,3.514821502157317,-2.5848215021573173
Josh Lindblom,3.17,,340.9,$1.6,116212.80999999998,5.761787188451068,-2.591787188451068
Elvis Andrus,10.867959819439283,,148.8,$0.0,22141.440000000002,13.471722715051833,-2.603762895612549
Nelson Cruz,16.117628254271494,,61.6,$14.4,3794.5600000000004,18.73938218023098,-2.621753925959485
Dee Gordon,0.8181913250231154,,481.6,($11.8),231938.56000000003,3.513738144095739,-2.6955468190726233
Shin-Soo Choo,6.829575925467131,,229.4,($0.7),52624.36,9.58449655403945,-2.75492062857232
Yasmani Grandal,13.116281716962996,,106.6,$16.5,11363.56,15.883134642254237,-2.766852925291241
Victor Caratini,1.097282149724204,,433.8,$1.1,188182.44,3.955130357759118,-2.857848208034914
Jarrod Dyson,0.9736109490726725,,444,($9.1),197136,3.833102974221876,-2.859492025149203
Kevin Newman,8.074142925391712,,195.9,($2.6),38376.810000000005,11.085621530090748,-3.011478604699036
Danny Jansen,5.6193112411399655,,252.1,$7.1,63554.409999999996,8.659920217681552,-3.040608976541587
Chance Sisco,0.41277170967657467,,561.9,$0.8,315731.61,3.5189112207548265,-3.106139511078252
Merrill Kelly,0.3600000000000003,,552.9,($1.6),305698.41,3.4717514748120966,-3.1117514748120962
Isan Diaz,0.5646690602878418,,584,($11.3),341056,3.6846053009490563,-3.1199362406612146
Matt Shoemaker,1.2300000000000004,,405.6,($0.2),164511.36000000002,4.371104663485223,-3.1411046634852227
Brent Suter,0.45999999999999996,,588.1,$2.0,345861.61000000004,3.723142368057328,-3.263142368057328
Mike Tauchman,0.18307297249865284,,558.8,($7.9),312257.43999999994,3.5013396672033648,-3.318266694704712
Matt Beaty,0.392301391165159,,589.1,($7.8),347038.81000000006,3.7329118533415238,-3.3406104621763646
Cameron Maybin,0.11855902720532674,,551.7,($8.9),304372.8900000001,3.4663519901831372,-3.3477929629778105
Jose Urquidy,4.46,,274.2,$3.3,75185.64,7.831650303442199,-3.371650303442199
Rowan Wick,0.16999999999999993,,568.8,($0.3),323533.43999999994,3.5630306946873143,-3.3930306946873143
Will Harris,0.04999999999999982,,548.4,$1.4,300742.56,3.4525813445635114,-3.4025813445635116
Ryan Brasier,0.3200000000000003,,593,$1.4,351649,3.7724000094631664,-3.452400009463166
Eric Thames,1.1365305023814751,,389.3,($8.5),151554.49000000002,4.664195677707861,-3.5276651753263857
Stephen Vogt,-7.453800123802812e-4,,563.7,($0.5),317757.69000000006,3.529754287614663,-3.5304996676270433
Taijuan Walker,-0.1200000000000001,,547.4,($4.4),299646.75999999995,3.4487205515860486,-3.5687205515860487
Eric Sogard,0.10240919037167862,,582.7,($10.9),339539.29000000004,3.672895801160522,-3.5704866107888433
Michael Feliz,0.2400000000000002,,598.7,($1.3),358441.69000000006,3.83408550333678,-3.59408550333678
Justus Sheffield,-0.019999999999999574,,470,($2.0),220900,3.590372943042742,-3.6103729430427416
Emmanuel Clase,0.17999999999999972,,596.4,$2.4,355692.95999999996,3.808627224501704,-3.628627224501704
Kyle Higashioka,0.11893737469988652,,596.8,$0.3,356170.23999999993,3.8129995841038684,-3.694062209403982
Yoenis Cespedes,4.8154645931330995,,255.6,($1.8),65331.36,8.524020747284865,-3.7085561541517658
Leury Garcia,-0.13843468152112093,,570.8,($12.1),325812.63999999996,3.577111020765942,-3.715545702287063
Jose Martinez,-0.26724921752070163,,554.9,($8.2),307914.00999999995,3.481215181348854,-3.7484643988695554
Kenley Jansen,13.35,,86.3,$7.6,7447.69,17.135223114346818,-3.7852231143468185
Nick Wittgren,-0.11000000000000032,,591.9,($0.2),350345.61,3.7610387522618804,-3.8710387522618808
J.A. Happ,2.04,,335,$0.2,112225,5.918839632827902,-3.8788396328279022
Daniel Norris,-0.08999999999999986,,596.4,$1.3,355692.95999999996,3.808627224501704,-3.8986272245017037
Aledmys Diaz,-0.18818403369129244,,590,($11.6),348100,3.741828516188751,-3.9300125498800433
Johan Camargo,-0.37542028684256595,,573.7,($12.2),329131.69000000006,3.5985589741411177,-3.9739792609836835
Andrew Miller,-0.5300000000000002,,560.5,($0.6),314160.25,3.5108029201502315,-4.040802920150232
Zack Wheeler,9.1,,154.5,$10.5,23870.25,13.165829476760457,-4.065829476760458
Albert Almora Jr.,-0.2886188007647529,,598.8,($8.9),358561.43999999994,3.835209806231079,-4.123828606995832
Adam Ottavino,-0.79,,529.4,($1.4),280264.36,3.404051496282989,-4.194051496282989
David Robertson,-0.4299999999999997,,594.7,$1.3,353668.09,3.790303836629038,-4.2203038366290375
Brendan McKay,-0.4400000000000004,,446,$1.5,198916,3.810947192198265,-4.250947192198265
Ty Buttrey,-0.6799999999999997,,573.1,$1.0,328443.61000000004,3.5940212946127987,-4.2740212946127984
Michael Wacha,-0.6399999999999997,,582.2,($3.4),338956.84,3.6684574769175207,-4.30845747691752
Johnny Cueto,1.65,,330.8,($0.3),109428.64000000001,6.033718876105912,-4.383718876105911
Matt Strahm,-0.71,,588.2,$1.7,345979.24000000005,3.7241127836335624,-4.434112783633562
Amed Rosario,9.581185427798523,,138.7,($0.8),19237.689999999995,14.025327717214065,-4.444142289415542
Kurt Suzuki,1.0403368488934768,,350.8,$1.0,123060.64000000001,5.509612781490546,-4.4692759325970695
Dellin Betances,-0.25,,407.3,$0.6,165893.29,4.342758092737591,-4.592758092737591
Joakim Soria,-1.0700000000000003,,595.1,$0.5,354144.01,3.7945774760649025,-4.864577476064903
Steven Matz,1.9100000000000001,,301.2,$1.8,90721.43999999999,6.915967219196315,-5.0059672191963145
Luis Severino,6.13,,194.4,$8.7,37791.36,11.156646970029993,-5.026646970029993
Anthony DeSclafani,3.62,,252.4,$3.4,63705.76,8.648202006824276,-5.028202006824276
Austin Romine,-0.7128349589275957,,406.9,($1.0),165567.61,4.349390128144036,-5.062225087071632
Daniel Murphy,3.8134065899248015,,245.5,($5.4),60270.25,8.921026530345644,-5.107619940420843
Corey Knebel,0.6699999999999999,,339.7,$1.6,115396.09,5.793320660157083,-5.123320660157083
Blake Treinen,-0.7699999999999996,,404.6,$1.0,163701.16000000003,4.387975105431642,-5.157975105431642
Adam Wainwright,-1.75,,532.4,($4.9),283449.75999999995,3.40822986274255,-5.15822986274255
Oscar Mercado,9.618823390320834,,125.1,$1.0,15650.009999999998,14.794172716371357,-5.175349326050522
Zack Britton,1.83,,298,$2.2,88804,7.01896429246057,-5.18896429246057
David Dahl,8.210055855977691,,149.5,$1.0,22350.25,13.433902819518917,-5.2238469635412255
A.J. Puk,2.39,,279.7,$4.4,78232.09,7.636538694479048,-5.246538694479048
Carlos Rodon,-1.6100000000000003,,579.3,($4.2),335588.48999999993,3.643430917513821,-5.253430917513821
Darwinzon Hernandez,-1.4400000000000004,,597.3,($1.0),356767.2899999999,3.818497698367487,-5.258497698367488
Keynan Middleton,-1.5099999999999998,,594.5,($0.3),353430.25,3.7881757275140178,-5.2981757275140176
Jorge Mateo,-1.6808068358329753,,577.3,($14.3),333275.2899999999,3.626882587277589,-5.307689423110564
Lewis Brinson,-1.5689774795267233,,590.4,($9.8),348572.16,3.745829223400124,-5.314806702926847
Marcus Stroman,4.09,,233.3,$4.1,54428.89000000001,9.420326458842736,-5.330326458842736
Daniel Ponce de Leon,-1.7699999999999996,,570.7,($3.1),325698.49000000005,3.5763932126740707,-5.34639321267407
Alex Young,-1.5499999999999998,,597.2,($0.4),356647.84,3.8173951719804595,-5.367395171980459
Pablo Sandoval,-1.566144756744946,,596.7,($12.8),356050.8900000001,3.811904316552603,-5.378049073297549
Trent Thornton,-1.62,,591.7,($3.3),350108.8900000001,3.7589919421073397,-5.37899194210734
Magneuris Sierra,-1.6044925729462016,,595.7,($11.6),354858.49000000005,3.8010314882332437,-5.405524061179445
Collin McHugh,-1.6900000000000004,,591.3,($1.4),349635.68999999994,3.7549157430040845,-5.444915743004085
Tyler Heineman,-1.6601591840344496,,597.4,($3.0),356886.75999999995,3.819601676521668,-5.479760860556118
Eduardo Rodriguez,6.78,,171.6,$6.7,29446.559999999998,12.276450510738297,-5.496450510738296
Robert Stephenson,-1.6900000000000004,,597,($2.8),356409,3.815194474507864,-5.5051944745078645
Michael King,-1.6799999999999997,,598,($3.6),357604,3.8262560325569215,-5.506256032556921
Jakob Junis,-1.9100000000000001,,581.1,($2.7),337677.21,3.658820919092256,-5.568820919092256
Curt Casali,-1.750139014174922,,597.6,($3.0),357125.76,3.82181398813148,-5.571953002306402
Steven Souza Jr.,-1.9205208639826001,,582.2,($10.4),338956.84,3.6684574769175224,-5.588978340900122
Cole Tucker,-1.780307949784731,,597.7,($11.0),357245.29000000004,3.8229223215871158,-5.603230271371847
Joey Bart,-2.14992234613929,,553.3,($3.3),306140.88999999996,3.473597759570601,-5.623520105709891
Billy Hamilton,-1.9734581439160988,,580.9,($11.8),337444.81,3.657087690642453,-5.630545834558552
Sandy Alcantara,2.07,,277.7,($0.7),77117.29,7.706980251962614,-5.636980251962614
Austin Hedges,-1.9048083479819866,,592.2,($2.5),350700.84,3.76411985574732,-5.6689282037293065
Willson Contreras,9.813574151654597,,113.3,$12.1,12836.89,15.483015001114214,-5.669440849459617
Michael Lorenzen,-2.38,,538.6,($6.6),290089.96,3.4210055933418193,-5.801005593341819
Shaun Anderson,-2.2300000000000004,,586.2,($3.6),343630.44000000006,3.704980307867607,-5.934980307867607
Austin Barnes,-2.2444868125503445,,586.6,($3.0),344099.56,3.708760346471945,-5.95324715902229
Giovanny Gallegos,4.5,,209.4,$4.1,43848.36,10.461091713046782,-5.961091713046782
Roberto Perez,1.306646351386853,,290,$1.2,84100,7.282960892460075,-5.976314541073222
Jason Castro,-1.3564122021013976,,390.7,($1.6),152646.49,4.637508023224537,-5.993920225325935
Miles Mikolas,1.73,,275.3,$2.2,75790.09000000001,7.792276653998897,-6.062276653998897
Nick Pivetta,-2.4299999999999997,,581.1,($6.5),337677.21,3.658820919092256,-6.088820919092256
Alex Avila,-2.418465461140814,,596.9,($2.6),356289.61,3.814096303422292,-6.232561764563106
Wade Miley,-2.789999999999999,,548.8,($7.4),301181.43999999994,3.4541663112347374,-6.2441663112347365
Robbie Ray,7.02,,152.6,$3.9,23286.76,13.267269801582547,-6.247269801582547
Alec Mills,-2.59,,582.1,($6.5),338840.41000000003,3.667574167370378,-6.257574167370378
Derek Fisher,-2.4248590432489667,,598.6,($10.7),358321.96,3.832962652209628,-6.257821695458595
Kyle Wright,-2.869999999999999,,511.6,($4.0),261734.56000000003,3.4061349687987343,-6.276134968798734
Jeurys Familia,-2.45,,598.1,($1.6),357723.61000000004,3.827370173081163,-6.277370173081163
Joe Ross,-2.8000000000000007,,557,($5.9),310249,3.4917770589711825,-6.291777058971183
Brett Anderson,-2.5500000000000007,,591.6,($4.0),349990.56000000006,3.757970714680801,-6.307970714680802
Jake Odorizzi,5.62,,178,$4.3,31684,11.95450081828262,-6.33450081828262
Carson Kelly,4.181573544577541,,207.7,$5.4,43139.28999999999,10.538280086073406,-6.356706541495866
Mike Ford,-2.578819658998956,,594,($13.4),352836,3.782880860651609,-6.361700519650565
Sean Manaea,5.390000000000001,,181.9,$6.2,33087.61,11.761228598766294,-6.371228598766294
Daniel Hudson,1.6800000000000002,,267.3,$0.2,71449.29000000001,8.082637345470225,-6.402637345470225
Charlie Morton,13.27,,47.7,$16.5,2275.2900000000004,19.681074122859776,-6.411074122859777
Austin Voth,-1.5199999999999996,,372,($0.6),138384,5.017461896239961,-6.537461896239961
Wander Suero,-2.75,,597.5,($2.2),357006.25,3.820707106442999,-6.570707106442999
Matthew Boyd,6.72,,152,$5.9,23104,13.299412470904834,-6.579412470904834
Tyler Flowers,-2.965480046046636,,579.8,($3.2),336168.0399999999,3.6476587355198484,-6.613138781566485
Anthony Bass,-2.8200000000000003,,597.6,($1.8),357125.76,3.8218139881314803,-6.641813988131481
Buck Farmer,-2.8599999999999994,,596.4,($3.6),355692.95999999996,3.808627224501704,-6.668627224501703
Logan Allen,-2.8499999999999996,,598.5,($2.9),358202.25,3.8318412528496326,-6.681841252849632
Ehire Adrianza,-2.9399578984448596,,596,($14.6),355216,3.80427809317396,-6.74423599161882
Trevor Gott,-2.9499999999999993,,597.4,($1.7),356886.75999999995,3.8196016765216676,-6.769601676521667
Tony Wolters,-3.239660139453976,,574.2,($4.4),329705.6400000001,3.602380297344717,-6.842040436798693
Cole Hamels,-3,,441.8,($6.0),195187.24000000002,3.8581450508718564,-6.858145050871856
Shane Greene,-3.3000000000000007,,571.4,($2.9),326497.95999999996,3.581448356427347,-6.881448356427348
Seth Brown,-3.07040881769261,,597.7,($13.4),357245.29000000004,3.822922321587116,-6.893331139279726
Tim Lopes,-3.1221205131341128,,594,($12.9),352836,3.7828808606516082,-6.905001373785721
Chad Kuhl,-3.119999999999999,,596.7,($7.4),356050.8900000001,3.811904316552604,-6.931904316552603
James Paxton,9.19,,102.5,$10.2,10506.25,16.131198187365655,-6.941198187365655
Martin Perez,-3.4000000000000004,,571.5,($6.7),326612.25,3.5821763268892806,-6.982176326889281
Matt Andriese,-3.1799999999999997,,598.8,($4.7),358561.43999999994,3.835209806231078,-7.015209806231078
Wilson Ramos,5.087859267065248,,174.7,$6.4,30520.089999999997,12.119763549557067,-7.031904282491819
Mychal Givens,-0.45999999999999996,,312.1,($0.4),97406.41000000002,6.576289543065887,-7.036289543065887
Alex Cobb,-3.2799999999999994,,595.9,($7.6),355096.81,3.8031944397599053,-7.083194439759905
Blake Parker,-3.3599999999999994,,589,($2.9),346921,3.7319283718609197,-7.091928371860919
Aaron Civale,2.19,,236.3,$0.8,55837.69,9.295544349231715,-7.105544349231716
Shun Yamaguchi,-3.289999999999999,,598.3,($3.4),357962.88999999996,3.829602809431095,-7.119602809431094
Ronald Guzman,-3.308653005405647,,598.1,($13.8),357723.61000000004,3.827370173081162,-7.136023178486809
Lane Thomas,-3.356270576749111,,595.5,($12.1),354620.25,3.798874343775191,-7.155144920524302
Sergio Romo,-3.58,,573.2,($3.6),328558.24000000005,3.5947739451163043,-7.174773945116304
Brad Keller,-3.5600000000000005,,576.6,($7.7),332467.56,3.621227863690728,-7.1812278636907285
Homer Bailey,-3.789999999999999,,514.7,($6.5),264916.09,3.4024642653889767,-7.192464265388976
Gio Gonzalez,-3.67,,569.9,($7.2),324786.00999999995,3.5707030115565574,-7.240703011556557
Eric Lauer,-3.51,,590.8,($7.0),349044.63999999996,3.7498531588859274,-7.259853158885927
Tanner Roark,-3.6999999999999993,,572.6,($8.1),327870.76,3.5902798186025313,-7.290279818602531
Corey Kluber,9.51,,91.4,$12.4,8353.960000000001,16.81503196596737,-7.3050319659673715
Garrett Richards,1.7999999999999998,,237.8,($0.6),56548.840000000004,9.233643265839845,-7.433643265839845
Chase Anderson,-3.74,,586.9,($7.7),344451.61,3.7116106189802958,-7.451610618980296
Randy Dobnak,-3.75,,590.2,($7.1),348336.04000000004,3.7438259662601334,-7.493825966260133
Ryan Helsley,-1.7300000000000004,,340.1,($2.2),115668.01000000001,5.782786274647319,-7.512786274647319
Mike Leake,-3.7699999999999996,,598.5,($6.2),358202.25,3.8318412528496326,-7.601841252849632
Robinson Chirinos,-2.1619263684701853,,353.4,($2.5),124891.55999999998,5.4457442810817485,-7.607670649551934
Jon Lester,-4.24,,524.8,($8.2),275415.04,3.400182356692535,-7.640182356692535
Jose Alvarez,-3.83,,598.7,($3.0),358441.69000000006,3.834085503336781,-7.664085503336781
Reynaldo Lopez,-1.9800000000000004,,342.2,($4.0),117100.84,5.7278618395983445,-7.707861839598345
Dylan Cease,0.3099999999999996,,268.1,($3.1),71877.61000000002,8.053183167383448,-7.743183167383449
Reese McGuire,-4.101795405334112,,582.9,($4.8),339772.41,3.6746812932277875,-7.7764766985619
Adam Plutko,-4.01,,598.1,($4.6),357723.61000000004,3.827370173081163,-7.837370173081163
Tyler Beede,-4.050000000000001,,595.6,($3.5),354739.36000000004,3.799952190120643,-7.849952190120644
Matt Wieters,-4.091723787347702,,597.2,($4.5),356647.84,3.8173951719804604,-7.909118959328162
Ryan O'Hearn,-4.239662401422879,,591.2,($14.6),349517.44000000006,3.7539003226461496,-7.993562724069029
Ryan McBroom,-4.170076853667991,,598.5,($12.9),358202.25,3.83184125284963,-8.001918106517621
Pedro Baez,-4.4399999999999995,,582.6,($5.0),339422.76,3.6720052327776163,-8.112005232777616
Ryan Yarbrough,1.38,,231.2,$0.2,53453.439999999995,9.508451356880094,-8.128451356880095
Jorge Alfaro,1.920843638513706,,218.3,$1.1,47654.89000000001,10.063835863443527,-8.142992224929822
Trevor Williams,-4.4,,591,($8.2),349281,3.7518738372317326,-8.151873837231733
Jake Arrieta,-4.76,,541.1,($8.7),292789.21,3.427735894393008,-8.187735894393008
Jairo Diaz,-4.57,,583.1,($4.0),340005.61000000004,3.6764725923636554,-8.246472592363656
Franklin Barreto,-4.64482808920637,,577.2,($16.2),333159.84,3.626070414320865,-8.270898503527235
Steve Cishek,-4.630000000000001,,589.7,($4.4),347746.09,3.7388432293353056,-8.368843229335306
Ross Stripling,2.34,,203.6,$0.5,41452.96,10.72616643098667,-8.38616643098667
Jorge Lopez,-4.779999999999999,,597.3,($5.4),356767.2899999999,3.818497698367487,-8.598497698367487
Caleb Smith,0.20999999999999996,,245.5,($3.6),60270.25,8.921026530345642,-8.711026530345642
Pedro Strop,-4.93,,596.9,($4.9),356289.61,3.8140963034222892,-8.744096303422289
Yoshihisa Hirano,-5.3100000000000005,,550.4,($5.2),302940.16,3.4607384606638867,-8.770738460663887
Luke Weaver,2.37,,194.6,$1.4,37869.159999999996,11.147158038398459,-8.777158038398458
Kyle Crick,-4.99,,447.7,($7.4),200435.28999999998,3.7925713582473524,-8.782571358247353
Garrett Hampson,3.2625409344677316,,175.1,($10.0),30660.01,12.099647500847194,-8.837106566379463
Mike Minor,3.52,,168.6,$2.2,28425.96,12.429411420760552,-8.909411420760552
Tom Murphy,-0.69353220099891,,259.8,($1.0),67496.04000000001,8.363288890292868,-9.056821091291777
Jon Gray,-1.5599999999999996,,281.4,($5.8),79185.95999999999,7.577119951387178,-9.137119951387177
Gary Sanchez,7.99544910726228,,84.1,$10.1,7072.8099999999995,17.274510555219457,-9.279061447957178
Mitch Keller,0.05999999999999961,,233.1,($2.8),54335.61,9.428691722698986,-9.368691722698987
Ivan Nova,-5.66,,597.1,($8.5),356528.41000000003,3.8162940973605863,-9.476294097360586
Joey Lucchesi,-1.6500000000000004,,273,($1.9),74529,7.874803719429073,-9.524803719429073
Alex Wood,0.05999999999999961,,229,($0.6),52441,9.601459364496193,-9.541459364496195
Mitch Garver,5.961168149955409,,112.1,$7.4,12566.409999999998,15.554199137262872,-9.593030987307463
Jose Peraza,-2.574865591310113,,298,($16.2),88804,7.01896429246057,-9.593829883770683
Adrian Houser,-0.3200000000000003,,229,($2.8),52441,9.601459364496195,-9.921459364496195
Zack Greinke,8.76,,60.6,$10.3,3672.36,18.80619341219009,-10.04619341219009
Tony Watson,-4.140000000000001,,333.9,($4.3),111489.20999999999,5.948679527387091,-10.088679527387091
Edwin Encarnacion,2.442599697261813,,162.2,($4.3),26308.839999999997,12.760094944399846,-10.317495247138034
Jonathan Villar,9.71671075015776,,41.4,($3.0),1713.9599999999998,20.117121734407668,-10.400410984249907
Keone Kela,-0.2999999999999998,,216.1,$1.4,46699.21,10.160963986235672,-10.460963986235672
Omar Narvaez,1.007126053645163,,187.9,$1.2,35306.41,11.468198471027382,-10.46107241738222
Francisco Mejia,-1.2471245539825073,,236.3,($1.6),55837.69,9.295544349231715,-10.542668903214222
Joe Jimenez,1.3899999999999997,,176.1,($0.2),31011.21,12.04945900277312,-10.659459002773119
Miguel Andujar,-3.716942543240222,,285.6,($15.6),81567.36000000002,7.43211944324918,-11.149061986489402
Rich Hill,0.040000000000000036,,179.4,($1.9),32184.36,11.884866987922678,-11.844866987922678
Stephen Strasburg,9.07,,27.6,$11.4,761.7600000000001,21.092408204041927,-12.022408204041927
Danny Santana,1.117894875313724,,139.4,($7.5),19432.36,13.986481422305015,-12.868586546991292
Shohei Ohtani,1.2400000000000002,,130.5,$14.9,17030.25,14.485681813055995,-13.245681813055995
Shohei Ohtani,1.2400000000000002,,130.5,$0.6,17030.25,14.485681813055995,-13.245681813055995
Brandon Kintzler,-4.949999999999999,,256.5,($5.1),65792.25,8.489362619078863,-13.439362619078862
Ian Kennedy,-2.3899999999999997,,183.3,($1.2),33598.89000000001,11.692387433271087,-14.082387433271087
Carlos Martinez,-1.8099999999999996,,161.3,($5.6),26017.690000000002,12.807074220420898,-14.617074220420896
Mark Melancon,-3.1799999999999997,,173.7,($2.2),30171.689999999995,12.17015529503236,-15.35015529503236
Mike Foltynewicz,-5.35,,217.5,($8.5),47306.25,10.099073881862001,-15.449073881862
Sean Doolittle,-3.8900000000000006,,176.4,($3.5),31116.960000000003,12.03443076281035,-15.924430762810351
Brandon Workman,-2.04,,133.2,($1.6),17742.239999999998,14.333023868778525,-16.373023868778525
Archie Bradley,-2.76,,143.2,($2.1),20506.239999999998,13.776842796570458,-16.536842796570458
Kirby Yates,1.46,,60,$4.0,3600,18.846349836188846,-17.386349836188845
