Name,Team,position,playerid,IP,ERA,WHIP,SV,W,K,marginal_total_points,dollar_value,status,auction_value,NFBC_ADP,salary
Angel Zerpa,KCR,pitcher,22717,17.5,4.4,1.38,0,1,15,-3.67,-7.299999999999998,,-11.13756857035039,NA,NA
Joey Wentz,DET,pitcher,sa917946,45.5,5.49,1.55,0,2,37,-3.67,-7.299999999999998,,-11.13756857035039,NA,NA
Tayler Saucedo,TOR,pitcher,17888,16,4.27,1.38,0,1,14,-3.68,-7.319999999999998,,-11.168082456844502,NA,NA
Alec Bettinger,MIL,pitcher,20312,20.5,4.89,1.36,0,1,17,-3.68,-7.329999999999998,,-11.183339400091558,NA,NA
Tommy Romero,TBR,pitcher,sa3004469,11,4.2,1.26,0,1,11,-3.69,-7.339999999999998,,-11.198596343338613,NA,NA
Jason Foley,DET,pitcher,19531,32,4.65,1.52,0,1,26,-3.69,-7.349999999999998,,-11.213853286585667,NA,NA
Eric Orze,NYM,pitcher,sa3014793,12,4.17,1.33,0,1,12,-3.7,-7.359999999999998,,-11.229110229832722,NA,NA
Ryan Mason,MIN,pitcher,sa856254,23.5,4.81,1.46,0,1,21,-3.71,-7.3699999999999974,,-11.244367173079779,NA,NA
Corbin Martin,ARI,pitcher,19884,38.5,5.54,1.57,0,2,33,-3.72,-7.389999999999998,,-11.27488105957389,717.38,NA
Ryan Rolison,COL,pitcher,sa3008244,51.5,5.64,1.53,0,2,40,-3.72,-7.389999999999998,,-11.27488105957389,NA,NA
Daniel Ponce de Leon,NA,pitcher,16110,19,4.8,1.45,0,1,19,-3.72,-7.389999999999998,,-11.27488105957389,737.31,NA
Yennier Cano,MIN,pitcher,sa3011688,20,4.54,1.49,0,1,19,-3.72,-7.399999999999998,,-11.290138002820944,NA,NA
Arodys Vizcaíno,NA,pitcher,5498,14,4.47,1.39,0,1,14,-3.73,-7.4099999999999975,,-11.305394946067999,NA,NA
Yennsy Díaz,NYM,pitcher,20218,29,5.06,1.47,0,1,25,-3.73,-7.4099999999999975,,-11.305394946067999,NA,NA
Cody Ponce,NA,pitcher,17920,40,5.08,1.42,0,0,36,-3.73,-7.419999999999998,,-11.320651889315055,NA,NA
Anthony Kay,TOR,pitcher,20387,16.5,4.6,1.43,0,1,16,-3.73,-7.419999999999998,,-11.320651889315055,NA,NA
Angel De Jesus,DET,pitcher,sa921876,19,4.68,1.48,0,1,19,-3.73,-7.419999999999998,,-11.320651889315055,NA,NA
Miguel Romero,OAK,pitcher,sa3003109,26,4.74,1.47,0,1,20,-3.75,-7.4499999999999975,,-11.36642271905622,NA,NA
Hunter Stratton,PIT,pitcher,sa3004216,28,4.93,1.54,0,1,27,-3.75,-7.459999999999998,,-11.381679662303277,NA,NA
Luis Avilán,WSN,pitcher,2882,22.5,4.85,1.47,0,1,20,-3.75,-7.459999999999998,,-11.381679662303277,NA,NA
Wandisson Charles,OAK,pitcher,sa874818,15.5,4.59,1.49,0,1,17,-3.76,-7.469999999999998,,-11.396936605550332,NA,NA
Aaron Fletcher,SEA,pitcher,22052,16,4.35,1.42,0,1,13,-3.76,-7.479999999999998,,-11.412193548797386,NA,NA
Alberto Baldonado,WSN,pitcher,11812,16,4.8,1.43,0,1,16,-3.77,-7.479999999999998,,-11.412193548797386,NA,NA
Ray Kerr,SDP,pitcher,sa3005362,16,4.39,1.47,0,1,15,-3.77,-7.479999999999998,,-11.412193548797386,NA,NA
Oliver Ortega,LAA,pitcher,21025,14.5,4.51,1.43,0,1,14,-3.77,-7.4899999999999975,,-11.427450492044441,NA,NA
Jonathan Stiever,CHW,pitcher,24584,23.5,5.33,1.4,0,1,20,-3.77,-7.4899999999999975,,-11.427450492044441,NA,NA
Yoan López,PHI,pitcher,17181,14.5,4.55,1.4,0,1,13,-3.78,-7.499999999999998,,-11.442707435291497,NA,NA
Taylor Cole,NA,pitcher,11964,14,4.44,1.42,0,1,13,-3.78,-7.509999999999998,,-11.457964378538554,NA,NA
Damon Jones,PHI,pitcher,23310,17,4.36,1.56,0,1,18,-3.78,-7.509999999999998,,-11.457964378538554,NA,NA
Nick Tropeano,NA,pitcher,12385,18.5,4.88,1.42,0,1,16,-3.78,-7.509999999999998,,-11.457964378538554,NA,NA
Braxton Garrett,MIA,pitcher,21844,15,4.46,1.42,0,1,13,-3.78,-7.509999999999998,,-11.457964378538554,749.69,NA
Seth Martinez,HOU,pitcher,21045,12,4.47,1.35,0,1,11,-3.78,-7.519999999999998,,-11.473221321785608,NA,NA
Scott Oberg,COL,pitcher,13911,13,4.5,1.39,0,1,12,-3.79,-7.529999999999998,,-11.488478265032663,NA,NA
Joan Adon,WSN,pitcher,22925,30.5,5.13,1.5,0,1,26,-3.8,-7.539999999999998,,-11.50373520827972,NA,NA
Alan Rangel,ATL,pitcher,sa877578,13.5,4.62,1.38,0,1,12,-3.8,-7.539999999999998,,-11.50373520827972,NA,NA
Angel Rondón,STL,pitcher,22036,11.5,4.45,1.34,0,1,10,-3.81,-7.549999999999998,,-11.518992151526774,NA,NA
Graham Spraker,TOR,pitcher,sa3004024,20,4.91,1.45,0,1,17,-3.81,-7.559999999999998,,-11.534249094773829,NA,NA
Jordan Sheffield,COL,pitcher,19682,46,5.6,1.62,0,2,42,-3.81,-7.559999999999998,,-11.534249094773829,NA,NA
Jake Faria,NA,pitcher,13699,14.5,4.74,1.43,0,1,14,-3.81,-7.559999999999998,,-11.534249094773829,NA,NA
Antonio Santos,NYM,pitcher,20383,23,4.92,1.46,0,1,18,-3.82,-7.579999999999998,,-11.564762981267942,NA,NA
Peter Lambert,COL,pitcher,17969,78.5,5.86,1.56,0,3,56,-3.82,-7.579999999999998,,-11.564762981267942,NA,NA
Cory Abbott,CHC,pitcher,20277,24,5.2,1.49,0,1,22,-3.83,-7.599999999999998,,-11.59527686776205,NA,NA
Ronald Bolaños,KCR,pitcher,20041,25,4.85,1.54,0,1,22,-3.84,-7.609999999999998,,-11.610533811009105,NA,NA
Víctor Arano,WSN,pitcher,15915,9.5,4.51,1.36,0,1,10,-3.84,-7.609999999999998,,-11.610533811009105,NA,NA
Jace Vines,KCR,pitcher,sa917985,25.5,4.76,1.52,0,1,20,-3.84,-7.6199999999999974,,-11.625790754256162,NA,NA
Clarke Schmidt,NYY,pitcher,19899,13.5,4.68,1.42,0,1,12,-3.84,-7.6199999999999974,,-11.625790754256162,707.08,NA
Trevor Hildenberger,SFG,pitcher,17002,16,4.74,1.46,0,1,14,-3.85,-7.629999999999998,,-11.641047697503218,NA,NA
Brooks Wilson,ATL,pitcher,sa3006966,9.5,4.45,1.39,0,1,10,-3.85,-7.629999999999998,,-11.641047697503218,NA,NA
Eduard Bazardo,BOS,pitcher,20997,13.5,4.74,1.42,0,1,12,-3.85,-7.639999999999998,,-11.656304640750273,NA,NA
Durbin Feltman,BOS,pitcher,sa3007959,16.5,4.98,1.48,0,1,16,-3.86,-7.649999999999998,,-11.671561583997327,NA,NA
Cole Sands,MIN,pitcher,sa3008611,13,4.85,1.42,0,1,12,-3.87,-7.669999999999998,,-11.702075470491438,NA,NA
Riley O'Brien,CIN,pitcher,20348,16,5.02,1.49,0,1,16,-3.87,-7.669999999999998,,-11.702075470491438,NA,NA
Justin Garza,CLE,pitcher,19784,20.5,5.21,1.51,0,1,20,-3.87,-7.679999999999998,,-11.717332413738493,NA,NA
Kyle Crick,NA,pitcher,13182,15.5,4.96,1.49,0,1,15,-3.88,-7.6999999999999975,,-11.747846300232604,NA,NA
Dylan File,MIL,pitcher,sa3004197,12.5,4.92,1.37,0,1,10,-3.89,-7.709999999999998,,-11.76310324347966,NA,NA
Enoli Paredes,HOU,pitcher,20447,10,4.49,1.49,0,1,11,-3.89,-7.709999999999998,,-11.76310324347966,NA,NA
Caleb Kilian,CHC,pitcher,sa3011773,8,4.44,1.31,0,1,7,-3.89,-7.719999999999998,,-11.778360186726715,NA,NA
Julian Fernández,COL,pitcher,18341,28.5,5.4,1.52,0,1,26,-3.9,-7.719999999999998,,-11.778360186726715,NA,NA
Collin Snider,KCR,pitcher,sa3004093,23.5,4.95,1.49,0,1,17,-3.91,-7.7399999999999975,,-11.808874073220824,NA,NA
Daniel Duarte,CIN,pitcher,sa877364,17,5.08,1.51,0,1,16,-3.92,-7.759999999999998,,-11.839387959714937,NA,NA
Logan Gillaspie,BAL,pitcher,sa3008386,11,4.73,1.41,0,1,9,-3.92,-7.769999999999998,,-11.854644902961992,NA,NA
Kenta Maeda,MIN,pitcher,18498,13,4.26,1.23,0,0,13,-3.93,-7.769999999999998,,-11.854644902961992,NA,NA
Shelby Miller,NA,pitcher,10197,17,5.05,1.51,0,1,15,-3.94,-7.799999999999998,,-11.900415732703157,NA,NA
Gabe Klobosits,WSN,pitcher,19881,19,5.22,1.49,0,1,16,-3.95,-7.809999999999998,,-11.915672675950214,NA,NA
Bowden Francis,TOR,pitcher,sa918451,14.5,5.38,1.44,0,1,13,-3.95,-7.819999999999998,,-11.930929619197268,NA,NA
Elvin Rodriguez,DET,pitcher,sa873437,12,5.17,1.42,0,1,10,-3.96,-7.839999999999998,,-11.96144350569138,NA,NA
Connor Seabold,BOS,pitcher,19695,23,5.42,1.46,0,1,17,-3.97,-7.859999999999998,,-11.991957392185489,NA,NA
Graham Ashcraft,CIN,pitcher,sa918274,10,4.91,1.47,0,1,9,-3.98,-7.879999999999998,,-12.022471278679602,NA,NA
Matt Bowman,NYY,pitcher,13528,11,4.81,1.48,0,1,9,-3.99,-7.879999999999998,,-12.022471278679602,NA,NA
Janson Junk,LAA,pitcher,23301,18,5.29,1.48,0,1,14,-3.99,-7.889999999999998,,-12.037728221926656,NA,NA
José Castillo,NA,pitcher,17169,8,3.39,1.2,0,0,10,-3.99,-7.899999999999998,,-12.05298516517371,NA,NA
Geoff Hartlieb,BOS,pitcher,19558,12,4.9,1.56,0,1,11,-4.01,-7.929999999999998,,-12.098755994914876,NA,NA
Chi Chi González,NA,pitcher,14663,83,5.89,1.56,0,2,65,-4.04,-7.979999999999998,,-12.175040711150153,NA,NA
Gerardo Carrillo,WSN,pitcher,sa3002790,12,5.18,1.56,0,1,10,-4.08,-8.049999999999999,,-12.281839313879543,NA,NA
JD Hammer,PHI,pitcher,19548,22,5.65,1.59,0,1,21,-4.09,-8.079999999999998,,-12.327610143620708,NA,NA
Ryan Feltner,COL,pitcher,21446,48.5,5.98,1.59,0,2,38,-4.09,-8.079999999999998,,-12.327610143620708,NA,NA
Joe Navilhon,DET,pitcher,sa918459,16.5,4.81,1.39,0,0,15,-4.09,-8.079999999999998,,-12.327610143620708,NA,NA
Reiss Knehr,SDP,pitcher,21541,20,4.98,1.43,0,0,18,-4.11,-8.099999999999998,,-12.358124030114817,NA,NA
Humberto Castellanos,ARI,pitcher,21183,26.5,5.17,1.41,0,0,20,-4.11,-8.109999999999998,,-12.373380973361872,NA,NA
Enyel De Los Santos,CLE,pitcher,18403,10.5,4.49,1.32,0,0,11,-4.11,-8.109999999999998,,-12.373380973361872,NA,NA
Mitchell Stumpo,ARI,pitcher,sa3011585,12.5,4.27,1.37,0,0,11,-4.11,-8.109999999999998,,-12.373380973361872,NA,NA
Jake Bird,COL,pitcher,sa3008097,12,5.16,1.61,0,1,10,-4.12,-8.119999999999997,,-12.388637916608928,NA,NA
Bennett Sousa,CHW,pitcher,sa913181,10,4.36,1.35,0,0,10,-4.15,-8.179999999999998,,-12.48017957609126,NA,NA
Robert Broom,CLE,pitcher,sa3007235,15,4.59,1.43,0,0,13,-4.15,-8.189999999999998,,-12.495436519338316,NA,NA
Logan Shore,DET,pitcher,sa738442,15.5,5.62,1.53,0,1,11,-4.15,-8.189999999999998,,-12.495436519338316,NA,NA
Alexander Vizcaíno,CHC,pitcher,sa920272,19.5,5.42,1.62,0,1,16,-4.17,-8.219999999999999,,-12.541207349079484,NA,NA
Drew Strotman,MIN,pitcher,sa3004584,17,5.42,1.6,0,1,13,-4.17,-8.219999999999999,,-12.541207349079484,NA,NA
Sean Nolin,WSN,pitcher,11341,19,5.02,1.48,0,0,18,-4.17,-8.219999999999999,,-12.541207349079484,NA,NA
Connor Overton,CIN,pitcher,18376,13,4.93,1.38,0,0,12,-4.18,-8.239999999999998,,-12.571721235573593,NA,NA
Edgar Santana,NA,pitcher,17355,8,3.95,1.31,0,0,7,-4.19,-8.259999999999998,,-12.602235122067704,NA,NA
Bryan Baker,BAL,pitcher,19804,16.5,4.89,1.49,0,0,16,-4.19,-8.259999999999998,,-12.602235122067704,NA,NA
Calvin Faucher,TBR,pitcher,sa3004013,11,4.37,1.46,0,0,11,-4.2,-8.269999999999998,,-12.617492065314758,NA,NA
Devin Sweet,SEA,pitcher,sa3008340,8,4.42,1.31,0,0,8,-4.2,-8.279999999999998,,-12.632749008561813,NA,NA
Joey Gerber,SEA,pitcher,24591,10,4.5,1.41,0,0,10,-4.21,-8.29,,-12.648005951808871,NA,NA
Joey Lucchesi,NYM,pitcher,19320,7,4.23,1.28,0,0,7,-4.21,-8.29,,-12.648005951808871,NA,NA
Parker Dunshee,OAK,pitcher,sa873274,10,4.69,1.35,0,0,9,-4.22,-8.299999999999999,,-12.663262895055926,NA,NA
Edwin Uceta,ARI,pitcher,20539,9,4.52,1.39,0,0,9,-4.23,-8.319999999999999,,-12.693776781550037,NA,NA
Scott Engler,TEX,pitcher,sa918353,10,4.53,1.44,0,0,10,-4.23,-8.329999999999998,,-12.709033724797091,NA,NA
Drew Hutchison,NA,pitcher,10732,21,4.82,1.54,0,0,18,-4.23,-8.339999999999998,,-12.724290668044146,NA,NA
Luke Farrell,NA,pitcher,15101,12,4.96,1.45,0,0,12,-4.24,-8.349999999999998,,-12.7395476112912,NA,NA
Adrian Sampson,CHC,pitcher,13339,24,5.23,1.5,0,0,20,-4.25,-8.369999999999997,,-12.770061497785312,NA,NA
Anderson Espinoza,CHC,pitcher,sa872856,10,4.66,1.46,0,0,10,-4.26,-8.379999999999999,,-12.785318441032368,NA,NA
Connor Thomas,STL,pitcher,sa3010784,8,4.08,1.36,0,0,6,-4.26,-8.379999999999999,,-12.785318441032368,NA,NA
Tyler Ivey,HOU,pitcher,20237,8,4.65,1.4,0,0,8,-4.27,-8.409999999999998,,-12.831089270773534,NA,NA
JoJo Romero,PHI,pitcher,19574,9,4.58,1.41,0,0,8,-4.27,-8.409999999999998,,-12.831089270773534,NA,NA
Cole Gordon,NYM,pitcher,sa3011216,10,4.93,1.44,0,0,10,-4.27,-8.409999999999998,,-12.831089270773534,NA,NA
Joel Peguero,TBR,pitcher,sa917689,10,4.4,1.44,0,0,8,-4.27,-8.409999999999998,,-12.831089270773534,NA,NA
Kevin Ginkel,ARI,pitcher,19876,8,4.87,1.37,0,0,8,-4.28,-8.409999999999998,,-12.831089270773534,NA,NA
Marcos Diplán,BAL,pitcher,17583,13,4.84,1.5,0,0,12,-4.28,-8.409999999999998,,-12.831089270773534,NA,NA
Jose Marte,LAA,pitcher,21761,9.5,4.71,1.5,0,0,10,-4.29,-8.429999999999998,,-12.861603157267643,NA,NA
Andrew Bellatti,PHI,pitcher,10657,7,4.78,1.35,0,0,7,-4.29,-8.429999999999998,,-12.861603157267643,NA,NA
Cooper Criswell,LAA,pitcher,24975,8,4.71,1.32,0,0,6,-4.29,-8.439999999999998,,-12.8768601005147,NA,NA
Brian Howard,OAK,pitcher,sa918377,11.5,4.95,1.41,0,0,9,-4.29,-8.439999999999998,,-12.8768601005147,NA,NA
Kyle Nelson,ARI,pitcher,20515,10,4.73,1.5,0,0,10,-4.29,-8.439999999999998,,-12.8768601005147,NA,NA
Jake Latz,TEX,pitcher,21306,9.5,4.88,1.44,0,0,9,-4.29,-8.449999999999998,,-12.892117043761754,NA,NA
Kohei Arihara,TEX,pitcher,27505,13,5.29,1.39,0,0,10,-4.3,-8.459999999999999,,-12.907373987008812,NA,NA
Daniel Castano,MIA,pitcher,19805,8,4.41,1.36,0,0,5,-4.32,-8.489999999999998,,-12.953144816749976,NA,NA
Allan Winans,ATL,pitcher,sa3007580,8,4.54,1.45,0,0,7,-4.32,-8.489999999999998,,-12.953144816749976,NA,NA
Thomas Burrows,ATL,pitcher,sa874215,6,4.53,1.47,0,0,7,-4.32,-8.489999999999998,,-12.953144816749976,NA,NA
J.P. France,HOU,pitcher,sa3008310,8,4.96,1.44,0,0,8,-4.32,-8.499999999999998,,-12.968401759997032,NA,NA
Humberto Mejía,ARI,pitcher,20739,16.5,5.49,1.46,0,0,14,-4.33,-8.499999999999998,,-12.968401759997032,NA,NA
Andrew Albers,NA,pitcher,7853,12,5.11,1.46,0,0,10,-4.33,-8.509999999999998,,-12.983658703244087,NA,NA
Rio Gomez,BOS,pitcher,sa3004676,8,4.71,1.44,0,0,7,-4.33,-8.509999999999998,,-12.983658703244087,NA,NA
Matt Frisbee,SFG,pitcher,sa3006801,9,5.04,1.38,0,0,7,-4.33,-8.509999999999998,,-12.983658703244087,NA,NA
Brett de Geus,ARI,pitcher,23592,14.5,4.91,1.53,0,0,12,-4.33,-8.519999999999998,,-12.998915646491142,NA,NA
Kyle Dohy,NA,pitcher,20334,7.5,4.58,1.53,0,0,8,-4.33,-8.519999999999998,,-12.998915646491142,NA,NA
Penn Murfee,SEA,pitcher,sa3006775,4,4.11,1.31,0,0,4,-4.34,-8.519999999999998,,-12.998915646491142,NA,NA
Chris Ellis,BAL,pitcher,16125,13,5.14,1.52,0,0,12,-4.34,-8.519999999999998,,-12.998915646491142,NA,NA
Adonis Medina,PHI,pitcher,19903,12,5.06,1.48,0,0,10,-4.34,-8.529999999999998,,-13.014172589738196,NA,NA
Ty Blach,NA,pitcher,14361,16,5.95,1.61,0,1,10,-4.34,-8.529999999999998,,-13.014172589738196,NA,NA
Ryan Pepiot,LAD,pitcher,sa3011244,8,5.11,1.45,0,0,8,-4.34,-8.529999999999998,drafted,-13.014172589738196,NA,1
Forrest Whitley,HOU,pitcher,sa917930,11,5.12,1.53,0,0,11,-4.34,-8.529999999999998,,-13.014172589738196,NA,NA
Kyle Ryan,NA,pitcher,11753,8,4.44,1.46,0,0,6,-4.35,-8.54,,-13.029429532985255,NA,NA
John Gant,NA,pitcher,13684,8,4.76,1.52,0,0,8,-4.35,-8.54,,-13.029429532985255,NA,NA
Scott Alexander,NA,pitcher,10591,6,3.74,1.45,0,0,4,-4.35,-8.54,,-13.029429532985255,NA,NA
Garrett Hill,DET,pitcher,sa3007259,8,4.9,1.46,0,0,7,-4.36,-8.559999999999999,,-13.059943419479364,NA,NA
Scott Moss,PHI,pitcher,sa738902,8,5.08,1.5,0,0,8,-4.36,-8.579999999999998,,-13.090457305973475,NA,NA
Cayne Ueckert,CHC,pitcher,sa3010789,6,4.73,1.48,0,0,6,-4.37,-8.579999999999998,,-13.090457305973475,NA,NA
Michel Baez,SDP,pitcher,20100,4,4.27,1.4,0,0,4,-4.37,-8.579999999999998,,-13.090457305973475,NA,NA
Elvis Peguero,LAA,pitcher,21652,6,4.62,1.44,0,0,5,-4.37,-8.589999999999998,,-13.10571424922053,NA,NA
Shaun Anderson,TOR,pitcher,19453,6,4.76,1.42,0,0,5,-4.37,-8.589999999999998,,-13.10571424922053,NA,NA
Zach Jackson,OAK,pitcher,sa874174,4,4.34,1.43,0,0,4,-4.38,-8.599999999999998,,-13.120971192467584,NA,NA
Nick Robertson,LAD,pitcher,sa3011248,4,4.61,1.39,0,0,4,-4.38,-8.599999999999998,,-13.120971192467584,NA,NA
Colin Rea,NA,pitcher,12317,5,4.8,1.36,0,0,4,-4.38,-8.599999999999998,,-13.120971192467584,NA,NA
Travis Lakins Sr.,BAL,pitcher,18600,7,4.9,1.47,0,0,6,-4.38,-8.609999999999998,,-13.136228135714639,NA,NA
Cam Vieaux,PIT,pitcher,sa873657,8,5.08,1.5,0,0,7,-4.39,-8.629999999999997,,-13.16674202220875,NA,NA
Drew Carlton,DET,pitcher,19868,8,5.2,1.43,0,0,6,-4.4,-8.629999999999997,,-13.16674202220875,NA,NA
Anderson Severino,CHW,pitcher,sa838671,18,5.06,1.64,0,0,17,-4.4,-8.629999999999997,,-13.16674202220875,NA,NA
Matt Swarmer,CHC,pitcher,sa918458,8,5.31,1.42,0,0,6,-4.4,-8.639999999999997,,-13.181998965455804,NA,NA
Marcel Rentería,NYM,pitcher,sa3005016,4,4.68,1.46,0,0,4,-4.4,-8.639999999999997,,-13.181998965455804,NA,NA
Argenis Angulo,MIN,pitcher,sa829470,8,5.19,1.56,0,0,8,-4.41,-8.649999999999999,,-13.197255908702862,NA,NA
Jacques Pucheu,CIN,pitcher,sa3010631,9,5.26,1.52,0,0,8,-4.41,-8.649999999999999,,-13.197255908702862,NA,NA
Tyler Johnson,CHW,pitcher,sa915688,4,4.64,1.49,0,0,4,-4.41,-8.659999999999998,,-13.212512851949917,NA,NA
James McArthur,PHI,pitcher,sa3007715,9,5.15,1.5,0,0,7,-4.41,-8.659999999999998,,-13.212512851949917,NA,NA
Thomas Szapucki,NYM,pitcher,21065,8,5.15,1.53,0,0,7,-4.42,-8.669999999999998,,-13.227769795196972,NA,NA
Ashton Goudeau,COL,pitcher,15139,33.5,5.91,1.59,0,1,23,-4.42,-8.669999999999998,,-13.227769795196972,NA,NA
Beau Burrows,LAD,pitcher,18873,9,5.64,1.49,0,0,8,-4.43,-8.689999999999998,,-13.258283681691083,NA,NA
Ricardo Pinto,NA,pitcher,16318,4,4.73,1.44,0,0,3,-4.43,-8.689999999999998,,-13.258283681691083,NA,NA
Johan Quezada,STL,pitcher,20643,4,4.57,1.48,0,0,3,-4.43,-8.699999999999998,,-13.273540624938137,NA,NA
Deivi García,NYY,pitcher,20276,24,5.71,1.55,0,0,21,-4.43,-8.699999999999998,,-13.273540624938137,695.92,NA
James Hoyt,NA,pitcher,14605,7,5.14,1.61,0,0,7,-4.44,-8.709999999999997,,-13.288797568185192,NA,NA
Andre Scrubb,HOU,pitcher,20329,4,4.89,1.56,0,0,4,-4.44,-8.709999999999997,,-13.288797568185192,NA,NA
Gray Fenter,SFG,pitcher,sa875233,4,5.05,1.54,0,0,4,-4.44,-8.709999999999997,,-13.288797568185192,NA,NA
Michael Byrne,CIN,pitcher,sa3008227,8,5.16,1.52,0,0,6,-4.44,-8.709999999999997,,-13.288797568185192,NA,NA
Conner Greene,NA,pitcher,16455,5,5.75,1.57,0,0,6,-4.45,-8.719999999999997,,-13.304054511432247,NA,NA
Jesus Tinoco,TEX,pitcher,16300,6,5.13,1.54,0,0,5,-4.45,-8.729999999999999,,-13.319311454679305,NA,NA
Cole Uvila,BAL,pitcher,sa3006804,6,5.14,1.56,0,0,5,-4.46,-8.739999999999998,,-13.33456839792636,NA,NA
John Parke,CHW,pitcher,sa3003988,9,5.22,1.52,0,0,6,-4.46,-8.749999999999998,,-13.349825341173416,NA,NA
Thomas Eshelman,NA,pitcher,18361,15,5.81,1.5,0,0,11,-4.48,-8.789999999999997,,-13.410853114161634,NA,NA
Nathan Webb,KCR,pitcher,sa918814,4,5.24,1.62,0,0,3,-4.5,-8.819999999999999,,-13.456623943902803,NA,NA
Daniel Tillo,KCR,pitcher,sa876284,8,5.11,1.65,0,0,5,-4.54,-8.889999999999997,,-13.563422546632188,NA,NA
Jared Solomon,CIN,pitcher,sa3004589,4,6.19,1.76,0,0,3,-4.58,-8.969999999999997,,-13.68547809260863,NA,NA
Garrett Schilling,COL,pitcher,sa3004770,9,6.63,1.67,0,0,6,-4.69,-9.169999999999998,,-13.990616957549738,NA,NA
Yoan Aybar,COL,pitcher,sa829086,10,6.32,1.81,0,0,8,-4.74,-9.259999999999998,,-14.127929446773237,NA,NA
